Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
3788,5/17/2023,Production Technician II,TNS,Terminated,Part-Time,Zone A,Full-Time,Production       ,Field Operations,9/6/1976,MA,Female,Black,Married,Fully Meets,3,5/5/2023,3,4,2,3/21/2023,Customer Service,External,Completed,2,796.95,47
3789,6/7/2020,Production Technician II,WBL,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,5/25/1977,MA,Female,Other,Widowed,Fully Meets,3,9/25/2022,3,1,4,10/26/2022,Technical Skills,External,Incomplete,1,997.38,43
3790,7/7/2023,Production Technician II,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Yard (Material Handling),12/11/1962,MA,Female,Hispanic,Single,Fully Meets,3,7/31/2023,3,2,1,3/18/2023,Communication Skills,External,Completed,2,676.95,61
3791,3/28/2020,Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,2/2/1978,MA,Female,Asian,Divorced,Fully Meets,3,9/7/2022,4,1,1,2/12/2023,Leadership Development,External,Failed,2,348.89,42
3792,5/23/2019,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,6/8/1998,MA,Male,White,Married,Fully Meets,3,9/25/2022,2,2,2,9/9/2022,Project Management,External,Passed,1,385.62,21
3793,4/20/2019,Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,1/15/1952,MA,Male,Asian,Married,Fully Meets,3,5/15/2023,2,3,3,11/24/2022,Project Management,Internal,Completed,2,552.67,67
3794,9/9/2018,Production Technician I,BPC,Active,Contract,Zone A,Full-Time,Production       ,General - Con,1/20/1996,MA,Male,Asian,Widowed,Fully Meets,5,12/5/2022,1,1,3,4/17/2023,Communication Skills,External,Failed,2,645.11,22
3795,7/14/2022,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,8/1/1989,MA,Male,White,Divorced,Exceeds,3,9/29/2022,4,3,2,1/25/2023,Project Management,External,Passed,1,954.02,33
3796,4/17/2019,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Con,8/27/1964,MA,Female,Hispanic,Married,Exceeds,3,6/28/2023,1,5,2,7/3/2023,Technical Skills,External,Incomplete,5,255.74,55
3797,5/15/2020,Production Technician I,EW,Active,Contract,Zone A,Full-Time,Production       ,Catv,6/26/1975,MA,Female,Black,Married,Fully Meets,3,9/3/2022,3,4,2,3/9/2023,Technical Skills,External,Completed,2,279.38,45
3798,4/4/2020,Production Technician I,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,12/21/1961,MA,Male,Other,Widowed,Fully Meets,3,11/8/2022,1,1,1,8/22/2022,Project Management,External,Passed,5,303.44,59
3799,10/15/2022,Production Technician I,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Executive,11/24/1964,MA,Male,Hispanic,Single,Exceeds,3,12/24/2022,3,1,3,8/7/2022,Communication Skills,Internal,Incomplete,4,809.38,58
3800,7/11/2019,Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,General - Sga,12/9/1950,MA,Male,Other,Married,Fully Meets,3,12/8/2022,5,3,5,10/14/2022,Customer Service,Internal,Completed,4,886.12,69
3801,10/2/2019,Production Technician I,WBL,Active,Contract,Zone C,Temporary,Production       ,Field Operations,1/18/1948,MA,Female,Hispanic,Single,Fully Meets,3,11/27/2022,2,1,4,4/1/2023,Leadership Development,External,Incomplete,2,125.88,71
3802,3/4/2021,Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,3/28/1947,MA,Male,White,Divorced,Fully Meets,3,1/9/2023,3,3,5,1/24/2023,Leadership Development,Internal,Passed,1,493.72,74
3804,5/15/2019,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,9/26/1978,MA,Female,Hispanic,Single,Fully Meets,3,3/7/2023,3,2,2,2/15/2023,Customer Service,External,Incomplete,4,414.55,41
3805,4/28/2022,Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,4/23/1982,MA,Male,Other,Divorced,Fully Meets,3,12/31/2022,2,5,2,8/31/2022,Communication Skills,External,Incomplete,1,391.88,40
3806,9/23/2021,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Production       ,Field Operations,9/1/1974,MA,Male,Other,Married,Fully Meets,3,3/13/2023,4,1,5,9/9/2022,Customer Service,External,Passed,4,600.64,47
3807,9/15/2021,Production Technician I,EW,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,5/16/1964,MA,Male,Asian,Single,Fully Meets,3,8/17/2022,4,5,4,3/26/2023,Communication Skills,External,Passed,1,997.74,57
3808,4/27/2019,IT Support,PYZ,Active,Contract,Zone B,Full-Time,IT/IS,General - Sga,1/16/1948,MA,Female,White,Widowed,Fully Meets,3,1/27/2023,5,4,4,1/25/2023,Technical Skills,External,Passed,4,254.26,71
3809,10/6/2019,Network Engineer,TNS,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,1/20/2001,MA,Male,Hispanic,Single,Fully Meets,3,9/4/2022,3,1,5,10/21/2022,Technical Skills,External,Incomplete,3,786.62,18
3810,2/16/2020,Sr. Network Engineer,PL,Active,Full-Time,Zone A,Temporary,IT/IS,General - Sga,10/10/1959,CT,Female,Black,Single,Fully Meets,3,12/22/2022,3,3,1,12/21/2022,Communication Skills,External,Completed,3,189.7,61
3811,5/14/2022,Sr. Network Engineer,PL,Active,Part-Time,Zone B,Temporary,IT/IS,Fielders,3/11/1958,CT,Male,Hispanic,Widowed,Fully Meets,3,5/18/2023,1,1,1,5/15/2023,Technical Skills,External,Completed,2,484.02,64
3812,2/13/2019,Sr. Network Engineer,BPC,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,5/24/1985,MA,Female,Hispanic,Single,Fully Meets,3,1/11/2023,3,3,1,6/2/2023,Communication Skills,Internal,Failed,5,299.74,34
3813,8/24/2022,IT Support,SVG,Active,Part-Time,Zone A,Part-Time,IT/IS,Engineers,2/25/1955,MA,Male,Hispanic,Widowed,Fully Meets,3,6/6/2023,2,3,4,7/21/2023,Technical Skills,Internal,Failed,1,169.79,67
3815,3/26/2021,Network Engineer,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,5/26/1984,MA,Male,White,Divorced,Fully Meets,3,2/23/2023,1,5,3,2/5/2023,Project Management,Internal,Failed,1,910.09,37
3816,5/1/2021,IT Support,WBL,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,8/10/1956,MA,Male,Hispanic,Single,Fully Meets,3,12/26/2022,1,1,5,12/20/2022,Communication Skills,External,Passed,5,912.1,65
3817,10/10/2021,IT Support,CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,1/1/1978,MA,Female,Black,Single,Needs Improvement,3,6/24/2023,3,3,1,3/7/2023,Customer Service,Internal,Incomplete,4,456.65,43
3818,1/2/2020,Network Engineer,CCDR,Active,Part-Time,Zone A,Part-Time,IT/IS,Wireless,6/15/1950,MA,Male,Asian,Single,Fully Meets,3,1/28/2023,1,1,3,11/7/2022,Leadership Development,External,Incomplete,4,313.5,70
3819,1/20/2020,Network Engineer,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Aerial,11/26/1957,MA,Female,Asian,Single,Fully Meets,3,7/1/2023,4,1,1,12/29/2022,Leadership Development,Internal,Incomplete,3,906.45,63
3820,8/11/2018,Network Engineer,EW,Active,Contract,Zone C,Full-Time,IT/IS,General - Con,9/29/1976,MA,Female,Other,Divorced,Fully Meets,3,7/26/2023,1,3,4,8/19/2022,Project Management,External,Incomplete,2,333.8,42
3821,12/18/2021,Sr. Network Engineer,TNS,Active,Contract,Zone A,Temporary,IT/IS,Field Operations,4/3/1981,MA,Male,White,Single,Fully Meets,3,12/5/2022,5,4,4,11/30/2022,Project Management,External,Passed,2,866.63,40
3822,9/24/2019,Network Engineer,WBL,Active,Full-Time,Zone B,Part-Time,Executive Office,General - Con,9/18/1975,MA,Male,Hispanic,Divorced,Fully Meets,3,3/23/2023,4,4,5,12/8/2022,Technical Skills,Internal,Incomplete,5,357.58,44
3823,10/17/2022,Network Engineer,TNS,Active,Full-Time,Zone A,Temporary,Executive Office,Shop (Fleet),8/24/1987,MA,Male,White,Single,Needs Improvement,3,11/16/2022,5,4,1,9/21/2022,Communication Skills,External,Completed,4,516.9,35
3824,1/7/2020,IT Support,SVG,Active,Contract,Zone C,Full-Time,IT/IS,General - Sga,11/21/1948,MA,Male,Black,Single,Fully Meets,3,2/13/2023,4,4,5,10/18/2022,Leadership Development,Internal,Completed,5,200.23,72
3825,11/5/2022,IT Support,PYZ,Active,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,5/23/1998,MA,Male,Black,Married,Fully Meets,3,12/22/2022,4,4,2,9/24/2022,Leadership Development,Internal,Completed,1,728.77,24
3826,4/26/2023,IT Support,PL,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,4/11/2001,MA,Male,Asian,Divorced,Fully Meets,3,11/17/2022,2,1,3,11/21/2022,Communication Skills,Internal,Completed,4,286.12,22
3827,5/29/2019,IT Support,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Eng,9/24/1992,MA,Male,Asian,Widowed,Fully Meets,3,12/25/2022,3,3,4,2/1/2023,Communication Skills,Internal,Failed,5,997.15,27
3828,9/12/2019,Sr. Network Engineer,PL,Active,Part-Time,Zone A,Full-Time,IT/IS,Aerial,10/28/1990,MA,Male,Black,Divorced,Fully Meets,3,2/21/2023,2,5,1,6/13/2023,Leadership Development,External,Failed,2,984.63,29
3829,1/27/2019,Sr. Network Engineer,BPC,Active,Part-Time,Zone C,Full-Time,IT/IS,Project Management - Con,3/12/1956,MA,Male,Other,Married,Exceeds,3,10/30/2022,3,2,1,10/24/2022,Project Management,External,Incomplete,5,233.67,63
3830,8/20/2019,Principal Data Architect,CCDR,Active,Part-Time,Zone C,Temporary,IT/IS,Field Operations,5/30/1947,CT,Male,White,Widowed,PIP,3,12/28/2022,1,1,3,3/15/2023,Technical Skills,Internal,Completed,3,142.42,72
3831,9/14/2018,Enterprise Architect,SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,3/7/1950,CT,Female,Hispanic,Divorced,Needs Improvement,3,5/19/2023,3,2,5,3/22/2023,Project Management,Internal,Failed,2,784.73,68
3833,1/26/2022,Network Engineer,PYZ,Active,Full-Time,Zone A,Part-Time,Executive Office,Field Operations,5/12/1953,MA,Male,Asian,Single,PIP,3,2/4/2023,3,5,2,6/23/2023,Leadership Development,External,Completed,2,409.16,69
3834,5/10/2019,Network Engineer,WBL,Active,Contract,Zone C,Part-Time,Executive Office,Field Operations,7/11/1961,MA,Male,Hispanic,Married,Fully Meets,3,1/25/2023,3,5,5,1/4/2023,Technical Skills,External,Passed,1,700.53,58
3835,1/2/2019,IT Support,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Yard (Material Handling),10/11/1993,MA,Male,Hispanic,Divorced,Fully Meets,3,10/1/2022,5,3,1,11/5/2022,Customer Service,External,Failed,3,439.63,26
3836,8/13/2021,IT Support,PL,Active,Contract,Zone A,Temporary,IT/IS,General - Con,1/12/1946,MA,Male,Black,Single,Fully Meets,3,3/4/2023,2,3,5,4/29/2023,Technical Skills,External,Incomplete,3,830.78,75
3837,10/2/2022,IT Support,BPC,Active,Part-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,8/27/1956,MA,Male,Other,Single,PIP,3,10/15/2022,5,3,1,2/22/2023,Communication Skills,Internal,Failed,3,320.34,66
3838,12/17/2018,IT Support,CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,8/14/1979,MA,Female,Asian,Single,PIP,3,12/5/2022,1,1,2,4/19/2023,Communication Skills,Internal,Failed,2,510.23,39
3839,10/11/2021,Sr. Network Engineer,PL,Active,Contract,Zone B,Part-Time,IT/IS,General - Con,9/27/2000,MA,Male,Hispanic,Divorced,PIP,3,4/4/2023,3,3,4,6/12/2023,Communication Skills,External,Failed,4,403,21
3840,4/1/2023,Sr. Network Engineer,BPC,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,10/25/1969,MA,Male,Hispanic,Single,Fully Meets,3,2/3/2023,1,5,4,11/6/2022,Technical Skills,External,Failed,4,170.61,54
3841,3/20/2021,Principal Data Architect,CCDR,Active,Full-Time,Zone C,Full-Time,IT/IS,Wireline Construction,6/17/1970,CT,Male,Asian,Single,Fully Meets,3,5/18/2023,5,4,4,1/24/2023,Customer Service,External,Passed,4,872.91,51
3844,6/10/2021,Network Engineer,PYZ,Active,Part-Time,Zone C,Temporary,Executive Office,General - Con,6/2/1961,MA,Male,White,Single,PIP,3,2/1/2023,3,2,5,7/9/2023,Project Management,External,Failed,5,603.67,60
3845,8/25/2019,Network Engineer,WBL,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,8/10/1969,MA,Male,Hispanic,Single,PIP,3,8/5/2023,4,5,3,8/17/2022,Project Management,Internal,Passed,5,546.24,50
3846,5/4/2020,IT Support,NEL,Active,Contract,Zone C,Full-Time,IT/IS,Wireline Construction,8/10/1975,MA,Male,Asian,Single,Fully Meets,3,1/27/2023,4,5,1,4/11/2023,Leadership Development,Internal,Incomplete,4,607.97,45
3847,2/24/2019,IT Support,PL,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,9/6/1998,MA,Male,Hispanic,Single,Fully Meets,3,10/4/2022,5,3,1,3/28/2023,Technical Skills,Internal,Completed,4,130.59,21
3848,9/24/2019,IT Support,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,8/18/1996,MA,Male,Asian,Married,Fully Meets,3,10/2/2022,5,1,4,11/18/2022,Communication Skills,Internal,Incomplete,2,443.56,23
3849,2/13/2021,IT Support,CCDR,Active,Contract,Zone A,Part-Time,IT/IS,General - Con,1/21/1979,MA,Female,White,Widowed,Fully Meets,3,9/7/2022,3,3,1,3/15/2023,Leadership Development,External,Passed,3,436.47,42
3850,1/5/2020,Sr. Network Engineer,MSC,Active,Part-Time,Zone B,Temporary,IT/IS,Yard (Material Handling),8/17/1953,MA,Male,Hispanic,Single,Fully Meets,3,10/15/2022,1,3,5,11/1/2022,Communication Skills,Internal,Completed,1,355.75,67
3854,6/6/2019,Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,Executive Office,Technology / It,1/24/1942,MA,Male,Black,Single,Fully Meets,3,7/18/2023,5,2,5,10/17/2022,Communication Skills,External,Incomplete,5,913.62,77
3855,5/25/2021,Network Engineer,WBL,Active,Part-Time,Zone B,Part-Time,Executive Office,People Services,10/1/1999,MA,Male,Other,Widowed,Fully Meets,3,4/24/2023,5,3,4,10/2/2022,Communication Skills,External,Passed,1,157.94,22
3856,3/17/2023,Network Engineer,TNS,Active,Part-Time,Zone C,Part-Time,Executive Office,Wireline Construction,5/17/1994,MA,Male,Other,Divorced,PIP,3,1/17/2023,5,1,4,7/12/2023,Technical Skills,External,Completed,4,527.6,29
3857,10/2/2022,IT Support,SVG,Active,Contract,Zone B,Temporary,IT/IS,Fielders,5/24/1963,MA,Male,Black,Widowed,PIP,3,9/18/2022,1,1,2,7/24/2023,Leadership Development,External,Completed,1,601.2,59
3858,1/22/2022,IT Support,PYZ,Active,Full-Time,Zone B,Full-Time,IT/IS,Engineers,7/2/1951,MA,Male,Other,Married,Fully Meets,3,5/7/2023,3,3,1,6/13/2023,Project Management,External,Failed,4,478.88,71
3859,11/29/2019,IT Support,PL,Active,Full-Time,Zone B,Part-Time,IT/IS,Fielders,4/20/1992,MA,Female,Hispanic,Married,PIP,3,8/2/2023,1,2,5,6/5/2023,Communication Skills,External,Completed,1,838.69,27
3860,7/1/2020,IT Support,NEL,Active,Contract,Zone B,Temporary,IT/IS,Catv,1/4/1996,MA,Female,Asian,Single,Fully Meets,3,6/26/2023,2,4,3,10/10/2022,Technical Skills,Internal,Completed,4,389.63,24
3861,3/24/2022,Sr. Network Engineer,PL,Active,Full-Time,Zone C,Part-Time,IT/IS,General - Con,2/25/1965,MA,Male,Other,Widowed,PIP,3,7/19/2023,3,1,5,4/29/2023,Project Management,Internal,Passed,1,911.36,57
3863,6/7/2019,Principal Data Architect,CCDR,Active,Contract,Zone A,Temporary,IT/IS,Aerial,3/19/1972,MA,Female,Other,Single,PIP,3,11/23/2022,4,2,1,9/16/2022,Leadership Development,Internal,Incomplete,5,274.98,47
3865,9/29/2020,Network Engineer,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Sales & Marketing,10/3/1963,MA,Male,Asian,Single,Needs Improvement,3,5/26/2023,1,4,3,11/3/2022,Project Management,External,Completed,2,399.26,57
3866,9/4/2020,Network Engineer,TNS,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,11/9/1959,MA,Male,Other,Divorced,Fully Meets,3,9/16/2022,2,1,5,12/4/2022,Customer Service,Internal,Incomplete,4,993.08,61
3867,8/26/2018,Network Engineer,PYZ,Active,Part-Time,Zone B,Full-Time,Executive Office,Catv,10/21/1986,MA,Male,Other,Widowed,Fully Meets,3,10/31/2022,5,3,3,9/7/2022,Communication Skills,External,Failed,4,540.57,32
3868,8/17/2019,Network Engineer,WBL,Active,Contract,Zone A,Part-Time,IT/IS,Finance & Accounting,3/23/2000,MA,Male,Hispanic,Widowed,Fully Meets,3,9/16/2022,3,1,2,9/27/2022,Project Management,Internal,Completed,3,272.58,19
3869,9/25/2019,IT Support,NEL,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,6/10/1977,MA,Male,Hispanic,Divorced,Fully Meets,3,1/7/2023,1,4,2,3/19/2023,Project Management,External,Completed,2,905.51,42
3870,3/11/2023,IT Support,PL,Active,Contract,Zone B,Temporary,IT/IS,Project Management - Con,11/23/1966,MA,Male,Asian,Single,Fully Meets,3,2/13/2023,1,5,1,3/10/2023,Technical Skills,External,Completed,1,919.25,57
3871,12/15/2022,IT Support,BPC,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,6/5/1971,MA,Female,White,Widowed,Fully Meets,3,7/15/2023,4,5,2,4/15/2023,Technical Skills,External,Completed,5,979.98,51
3872,8/10/2018,IT Support,CCDR,Active,Contract,Zone B,Part-Time,IT/IS,Engineers,1/8/1966,MA,Female,Asian,Single,Fully Meets,3,8/15/2022,5,5,3,2/26/2023,Communication Skills,Internal,Completed,3,499.86,52
3873,3/4/2022,Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Executive,10/27/1972,MA,Male,Hispanic,Widowed,Fully Meets,3,3/25/2023,3,4,5,3/10/2023,Project Management,Internal,Completed,3,598.22,50
3874,6/2/2020,Sr. Network Engineer,PL,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Con,10/22/1997,CT,Male,Hispanic,Married,Fully Meets,3,10/1/2022,4,4,5,10/3/2022,Project Management,External,Passed,2,421.93,23
3875,6/29/2021,Sr. Network Engineer,BPC,Active,Contract,Zone A,Temporary,IT/IS,Underground,8/23/1969,CT,Male,Asian,Divorced,Fully Meets,3,2/2/2023,5,5,1,6/10/2023,Leadership Development,External,Incomplete,2,860.22,52
3876,10/24/2021,Principal Data Architect,CCDR,Active,Contract,Zone C,Temporary,IT/IS,General - Con,5/30/1954,MA,Female,Hispanic,Single,PIP,3,11/7/2022,3,2,5,11/10/2022,Leadership Development,External,Failed,1,946.23,67
3877,10/22/2018,Network Engineer,MSC,Active,Part-Time,Zone A,Full-Time,Executive Office,General - Con,1/21/1976,MA,Male,Asian,Single,PIP,3,6/30/2023,3,3,4,6/4/2023,Communication Skills,External,Passed,1,888.55,42
3878,9/8/2018,Network Engineer,TNS,Active,Contract,Zone B,Part-Time,Executive Office,Engineers,2/18/1967,MA,Male,Other,Divorced,Fully Meets,3,2/23/2023,4,4,1,12/28/2022,Customer Service,Internal,Passed,5,749.69,51
3879,2/8/2019,Network Engineer,PYZ,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,1/13/1996,MA,Male,Hispanic,Married,Fully Meets,3,12/22/2022,1,5,2,4/11/2023,Project Management,Internal,Incomplete,2,613.95,23
3880,3/29/2021,Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,5/15/1973,MA,Male,Black,Single,Fully Meets,3,9/18/2022,4,3,1,9/25/2022,Communication Skills,Internal,Completed,3,934.92,48
3881,6/19/2019,IT Support,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,11/12/1992,MA,Male,Other,Divorced,Fully Meets,3,10/20/2022,5,3,5,10/25/2022,Project Management,External,Failed,3,170.61,27
3882,1/30/2019,IT Support,PL,Active,Contract,Zone C,Part-Time,IT/IS,Wireless,2/15/1946,MA,Female,Asian,Married,Fully Meets,3,9/19/2022,5,3,3,6/2/2023,Customer Service,Internal,Completed,2,654.09,73
3883,5/6/2022,IT Support,BPC,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,6/16/1991,MA,Female,White,Widowed,Fully Meets,3,3/13/2023,2,2,1,7/5/2023,Communication Skills,Internal,Incomplete,2,842.6,31
3884,2/2/2019,IT Support,CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,Engineers,4/27/1987,MA,Female,Black,Widowed,Fully Meets,3,7/30/2023,4,2,3,9/17/2022,Customer Service,External,Passed,1,789.88,32
3885,12/8/2021,Sr. Network Engineer,EW,Active,Full-Time,Zone B,Part-Time,IT/IS,Engineers,10/21/1948,CT,Female,Black,Single,Fully Meets,3,7/30/2023,5,5,5,8/19/2022,Communication Skills,External,Failed,2,324.81,73
3886,10/12/2018,Sr. Network Engineer,MSC,Active,Part-Time,Zone B,Temporary,IT/IS,Wireless,12/6/1977,CT,Male,Other,Single,Fully Meets,3,8/30/2022,5,2,5,11/28/2022,Technical Skills,External,Passed,4,298.1,41
3889,9/5/2022,Network Engineer,TNS,Active,Contract,Zone B,Part-Time,Executive Office,General - Con,10/15/1982,MA,Male,Black,Single,Fully Meets,3,1/26/2023,2,1,1,8/2/2023,Technical Skills,External,Incomplete,1,292.8,40
3890,7/19/2022,Network Engineer,WBL,Active,Full-Time,Zone B,Temporary,IT/IS,General - Con,8/20/1999,MA,Male,Asian,Divorced,Fully Meets,3,10/24/2022,2,3,3,1/8/2023,Project Management,External,Completed,4,596.62,23
3891,5/26/2022,Network Engineer,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Engineers,7/4/1960,MA,Male,Other,Single,Fully Meets,3,7/6/2023,3,2,2,4/8/2023,Leadership Development,External,Passed,5,774.74,62
3892,10/31/2022,Network Engineer,CCDR,Active,Full-Time,Zone A,Full-Time,IT/IS,Engineers,4/1/1978,MA,Male,Hispanic,Divorced,Fully Meets,3,7/11/2023,5,4,2,10/10/2022,Technical Skills,External,Completed,5,894.59,44
3893,3/22/2023,IT Support,EW,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Con,4/15/1953,MA,Female,Asian,Married,Fully Meets,3,1/26/2023,3,1,2,9/16/2022,Leadership Development,External,Failed,1,242.36,70
3894,5/29/2023,IT Support,MSC,Active,Full-Time,Zone A,Full-Time,IT/IS,Aerial,3/2/1959,MA,Female,Black,Married,Fully Meets,3,8/14/2022,4,3,5,12/2/2022,Leadership Development,External,Failed,4,533.27,64
3895,2/23/2020,IT Support,NEL,Active,Full-Time,Zone C,Full-Time,IT/IS,Splicing,5/16/1943,MA,Female,Other,Single,Fully Meets,3,7/16/2023,2,1,2,4/22/2023,Technical Skills,External,Completed,1,983.77,77
3896,8/13/2019,IT Support,PL,Active,Part-Time,Zone B,Temporary,IT/IS,Engineers,11/20/1980,MA,Female,Other,Widowed,Fully Meets,3,2/14/2023,5,3,1,4/6/2023,Technical Skills,Internal,Passed,4,293.64,39
3897,3/25/2019,Sr. Network Engineer,NEL,Active,Part-Time,Zone A,Part-Time,IT/IS,Aerial,3/31/1956,CT,Female,Black,Married,Fully Meets,3,2/28/2023,5,4,3,8/4/2023,Technical Skills,Internal,Incomplete,3,380.61,63
3900,6/16/2023,Principal Data Architect,CCDR,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,9/26/1995,MA,Female,Asian,Single,Fully Meets,3,3/9/2023,5,2,1,5/2/2023,Technical Skills,Internal,Passed,5,143.21,28
3901,6/18/2021,Network Engineer,EW,Active,Part-Time,Zone A,Temporary,Executive Office,Project Management - Eng,2/5/1988,MA,Male,Hispanic,Single,Fully Meets,3,7/10/2023,1,2,5,5/11/2023,Customer Service,External,Failed,1,876.73,33
3902,5/22/2023,Network Engineer,MSC,Active,Contract,Zone B,Temporary,Executive Office,Wireline Construction,6/2/1964,MA,Male,Black,Single,Fully Meets,3,2/2/2023,3,1,1,1/11/2023,Leadership Development,External,Failed,4,768.05,59
3903,5/14/2019,Network Engineer,TNS,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,7/21/1993,MA,Male,Hispanic,Single,Fully Meets,3,2/4/2023,1,4,3,6/1/2023,Communication Skills,External,Incomplete,4,153.15,26
3904,12/27/2020,Network Engineer,PYZ,Active,Contract,Zone A,Part-Time,IT/IS,Engineers,3/3/1970,MA,Male,Asian,Widowed,Fully Meets,3,9/13/2022,4,4,1,6/17/2023,Project Management,External,Passed,5,339.73,50
3905,8/4/2020,Network Engineer,WBL,Active,Full-Time,Zone A,Full-Time,IT/IS,Billable Consultants,6/8/1958,MA,Female,Black,Widowed,Fully Meets,3,6/12/2023,5,5,5,12/18/2022,Project Management,Internal,Failed,3,233.22,62
3906,8/25/2020,IT Support,NEL,Active,Contract,Zone C,Temporary,IT/IS,Wireline Construction,9/5/1975,MA,Female,Other,Married,Fully Meets,3,1/18/2023,3,2,4,2/19/2023,Project Management,Internal,Completed,2,735.44,45
3907,2/24/2022,IT Support,PL,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,7/11/1964,MA,Female,White,Married,Fully Meets,3,3/7/2023,3,2,5,12/6/2022,Technical Skills,External,Incomplete,3,281.7,58
3908,8/6/2019,IT Support,BPC,Active,Part-Time,Zone C,Temporary,IT/IS,Splicing,7/11/1986,MA,Female,Black,Married,Needs Improvement,3,12/25/2022,2,5,3,9/20/2022,Project Management,External,Failed,1,489.69,33
3909,8/1/2021,IT Support,CCDR,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Eng,5/26/1944,MA,Female,Other,Married,Needs Improvement,3,5/18/2023,1,1,2,1/4/2023,Project Management,Internal,Failed,4,436.23,77
3910,7/13/2022,Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Wireless,2/22/1997,MA,Female,White,Widowed,Needs Improvement,3,11/29/2022,5,3,4,5/7/2023,Leadership Development,External,Incomplete,5,248.85,25
3911,5/28/2021,Sr. Network Engineer,NEL,Active,Full-Time,Zone A,Part-Time,IT/IS,Splicing,7/29/1950,CT,Male,White,Widowed,Fully Meets,3,6/6/2023,2,5,4,9/9/2022,Customer Service,External,Failed,5,395.22,71
3914,2/4/2020,Network Engineer,SVG,Active,Contract,Zone C,Temporary,Executive Office,Engineers,7/22/1958,MA,Male,Other,Single,Exceeds,3,3/15/2023,3,5,3,2/24/2023,Leadership Development,Internal,Failed,1,559.86,62
3915,8/28/2022,Network Engineer,TNS,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,5/3/1991,MA,Male,Other,Widowed,Fully Meets,3,2/1/2023,5,3,1,4/1/2023,Leadership Development,External,Completed,2,602.21,31
